Country,Region,Subregion,City
kenya,laikipia,laikipia north,oldoinyo loloip
libya,surt,surt,wadi kuhaylah
india,tamil nadu,salem,deevattipatti
india,maharashtra,mumbai suburban,kurla
pakistan,punjab,rawalpindi,cheena
uganda,kabale,kabale,makanga
burundi,rutana,giharo,gatoke
chad,moyen-chari,grande sido,sido
algeria,tissemsilt,bou caid,bou caid
sudan,south kordofan,al buram,trogi
afghanistan,urozgan,tarinkot,kotwal
sudan,south darfur,nyala,fadu
south africa,limpopo,vhembe,louis trichardt
bangladesh,khulna,bagerhat,rampal
democratic republic of congo,sud-kivu,sud-kivu,rambo-buniakiri
turkey,bitlis,bitlis,zeydan
somalia,jubbada dhexe,jilib,biliq maro
turkey,van,edremit,edremit
angola,huambo,catchiungo,chiumbo
democratic republic of congo,bas-congo,bas-fleuve,malela
bangladesh,dhaka,dhaka,agargaon
democratic republic of congo,nord-kivu,goma,goma airport
syria,deir-ez-zor,deir-ez-zor,deir-ez-zor - sheikh yasin
yemen,sadah,majz,akbar
india,punjab,mansa,matti
india,karnataka,hassan,sakleshpur
syria,homs,tall kalakh,siwana
nigeria,ondo,okitipupa,ode-aye
india,odisha,koraput,hatibari
tanzania,shinyanga,shinyanga urban,shinyanga
india,jammu and kashmir,jammu,ranbir singh pura
tanzania,pemba south,chake,tibirinzi
mozambique,nampula,meconta,mecua
india,jammu and kashmir,pulwama,lassipora
niger,dosso,dosso,boboye
sierra leone,northern,koinadugu,mambolo
tunisia,kebili,douz,bir el hadj brahim
india,maharashtra,mumbai suburban,kandivali east
bangladesh,khulna,jessore,jessore paurashava
nigeria,delta,okpe,ikpokpogri
syria,al-hasakeh,al-hasakeh,hole
india,uttar pradesh,ghaziabad,hapur
india,maharashtra,mumbai suburban,bhandup
nigeria,adamawa,hong,shuwa
algeria,oran,mers el kebir,mers el kebir
somalia,jubbada dhexe,saakow,saakow
burundi,kirundo,gitobe,mugeregere
algeria,blida,chebli,chebli
libya,ash shati,wadi ash shati,al hamad al hamra
afghanistan,herat,chishti sharif,salma dam
india,jharkhand,dumka,dumka
zambia,central,serenje,katuba
yemen,sadah,sahar,bani uwayr
pakistan,sindh,karachi,karachi-landhi
algeria,tizi ouzou,tizi ouzou,bou khalfa
syria,deir-ez-zor,abu kamal,al-mar'i
sudan,upper nile,upper nile,renk
india,manipur,senapati,riha
algeria,jijel,texenna,kebaba
israel,hazafon,yizreel,naura
ivory coast,goh-djiboua,loh-djiboua,southern
ethiopia,oromia,misraq harerge,harosaida guracha
iraq,anbar,al qaim,t1
yemen,ibb,al udayn,al udayn
kenya,marsabit,saku,moite
democratic republic of congo,kinshasa,kinshasa,ngaliema
syria,lattakia,lattakia,shamruran
syria,ar-raqqa,ar-raqqa,big maghalla
democratic republic of congo,katanga,haut-katanga,pweto
pakistan,khyber pakhtunkhwa,swat,karakar
nigeria,osun,obokun,ilashe
zimbabwe,manicaland,mutare,wengezi
syria,idleb,al ma'ra,eastern sarja
syria,al-hasakeh,al-hasakeh,shamasani
south sudan,upper nile,baliet,fashada
burundi,bubanza,mpanda,gahwazi
kenya,narok,kilgoris,nyangusu
burundi,ruyigi,gisuru,itahe
afghanistan,nangarhar,nazyan,nakhtarnaw
algeria,tizi ouzou,ain-zaouia,forest boumahni
sudan,west kordofan,keilak,kharasan
afghanistan,wardak,saydabad,haft asya
tanzania,kagera,muleba,kyoto
pakistan,khyber pakhtunkhwa,khyber agency,jamrud
kenya,kiambu,lari,utheri wa lari
israel,hazafon,akko,kabri
turkey,mardin,mazidagi,mazidagi
india,assam,cachar,sonai
republic of congo,likouala,impfondo,ubangi
central african republic,nana-mambere,baboua,baboua
yemen,sadah,baqim,bani maali
mauritania,trarza,ouad-naga,teveritt
india,tamil nadu,tiruchirappalli,thuvarankurichi
yemen,taizz,al mukha,jabal nabidah
niger,tillabery,say,kokoloukou
mozambique,manica,guro,guro
sierra leone,northern,tonkolili,marunia
syria,aleppo,afrin,darmashkanli
india,assam,dibrugarh,chengdhora
sudan,north darfur,kebkabiya,kullu
india,uttar pradesh,gautam buddha nagar,sirsa
india,uttar pradesh,chitrakoot,chitrakoot dham
zimbabwe,matabeleland north,lupane,mpofu
tanzania,pemba north,wete,kojani
yemen,marib,al jubah,judaydah
senegal,dakar,dakar,dakar
senegal,ziguinchor,bignona,kartiak
india,maharashtra,pune,daund
cambodia,anlong veaeng,anlong veaeng,anlong veng
india,haryana,sirsa,sirsa
nigeria,borno,mafa,lumda
south africa,kwazulu-natal,ilembe,stanger
india,uttar pradesh,etawah,saifai
india,haryana,jhajjar,dighal
syria,idleb,al ma'ra,maarat sin
egypt,behera,damanhur,itay al barud
nigeria,niger,shiroro,tatu
syria,aleppo,menbij,qatma
syria,aleppo,afrin,ukanli
kenya,west pokot,kacheliba,lopitit
india,punjab,moga,daulewala
syria,deir-ez-zor,deir-ez-zor,jadid bakkara
india,punjab,sahibzada ajit singh nagar,chanalon
india,jharkhand,ranchi,chordera
south sudan,central equatoria,terekeka,terkeka
somalia,bay,qansax dheere,hareeri jiroon
ethiopia,amhara,north shewa,adebay
pakistan,fata,north waziristan agency,haider khel
somalia,gedo,garbahaarey,bur sagaar
sri lanka,western,colombo,kesbewa
turkey,hakkari,yuksekova,yazili
syria,aleppo,a'zaz,byanun
burundi,cibitoke,mugina,nyempundu
afghanistan,logar,shah joy,khalil kala
sudan,equatoria,central equatoria,moga
afghanistan,balkh,balkh,balkh
syria,aleppo,jebel saman,rasm al-khushuf
india,tamil nadu,tirunelveli,idinthakarai
egypt,north sinai,rafah,naj shabbanah
turkey,siirt,pervari,aydin
yemen,taizz,al mukha,hasy salim
kenya,turkana,turkana central,lodwar
burundi,kayanza,gahombo,gahombo
somalia,jubbada hoose,badhaadhe,hoja wajeer
south africa,free state,lejweleputswa,theunissen
ghana,brong ahafo,pru,konkomba
india,punjab,bathinda,goniana
pakistan,punjab,gujranwala,alipur chatha
egypt,fayoum,tamya,ar rawdah
somalia,gedo,garbahaarey,shabaax
burundi,kayanza,butaganzwa,mufunya
south africa,eastern cape,chris hani,queenstown
libya,surt,surt,dahra
central african republic,ouham,batangafo,boguidi
sierra leone,southern,bonthe,gambia
burundi,kayanza,butaganzwa,nyabibuye
tunisia,tataouine,tataouine nord,ksar oulad aoun
uganda,wakiso,kyadondo,mutungo
guinea,labe,labe,labe
india,gujarat,banas kantha,deesa
yemen,sanaa,bani hushaysh,saraf
tunisia,medenine,djerba ajim,guellala
ghana,greater accra,tema,dawhwenya
pakistan,khyber pakhtunkhwa,nowshera,darwazgai
india,haryana,sonipat,ganaur
india,uttar pradesh,varanasi,nagepur
niger,agadez,bilma,salvador
ethiopia,somali,siti,shinile border
uganda,nebbi,jonam,panyan-go
india,punjab,hoshiarpur,malkowal
nigeria,gombe,nafada,nafada
ethiopia,oromia,arsi,kubsa
sudan,khartoum,um durman,um badda
sudan,north darfur,dar el salam,tarny
nigeria,delta,ndokwa west,ogbole-ogume
nigeria,ondo,ondo west,ondo
pakistan,khyber pakhtunkhwa,nowshera,nowshera
sierra leone,eastern,kono,kamiendor kormadu
indonesia,aceh,meulaboh,meulaboh
angola,cabinda,cabinda,cabinda
india,nct of delhi,east delhi,delhi-vishwas nagar
india,tamil nadu,salem,tharamangalam
algeria,bordj bou arreridj,hasnaoua,hasnaoua
syria,al-hasakeh,al-hasakeh,tal tamer
south africa,western cape,city of cape town,ruyterwacht
yemen,sadah,kitaf wa al boqee,as sawh
algeria,chlef,tadjena,tadjena
india,tamil nadu,madurai,vadipatti
democratic republic of congo,katanga,lubumbashi,kenya
libya,nalut,nalut,al haraba
mozambique,maputo,moamba,moamba
algeria,ain temouchent,ain temouchent,ain temouchent
zimbabwe,manicaland,buhera,chifadza
yemen,al bayda,dhi naim,dhamjir
nigeria,benue,guma,usaa
nigeria,delta,warri south,ugbodede creek
pakistan,sindh,dadu,khairpur nathan shah
zimbabwe,harare,harare,waterfalls
syria,aleppo,afrin,qastal kush
india,jharkhand,bokaro,dumri
uganda,bushenyi,sheema,bukuka
uganda,kampala,kampala,kulambiro
yemen,lahij,tuban,al fayush
pakistan,khyber pakhtunkhwa,south waziristan agency,wana
india,assam,tinsukia,jagun
egypt,dakahlia,mit ghamr,mit ghamr
nepal,mid-western,karnali,dhainakot
south africa,northern cape,john taolo gaetsewe,olifantshoek
sierra leone,northern,bombali,mateboi
democratic republic of congo,kasai-oriental,sankuru,wembo niama
burundi,bujumbura rural,kabezi,gitenga
turkey,istanbul,bakirkoy,bakirkoy
south africa,limpopo,vhembe,tshidzini
central african republic,nana-gribizi,kaga-bandoro,kaga-bandoro
india,punjab,tarn taran,khadur sahib
india,west bengal,nadia,bethberia
yemen,lahij,tur al bahah,jabal al ahmar
mauritania,hodh ech chargui,bassikounou,mbeiket
afghanistan,nimruz,zaranj,zaranj
somalia,banaadir,mogadisho,guulwadayaasha
sudan,blue nile,el kurmuk,wadega
turkey,hakkari,semdinli,guzelkonak
south sudan,central equatoria,lainya,lainya
uganda,soroti,soroti,aloet
uganda,kiboga,kiboga,katwe
india,haryana,jind,uchana
uganda,pader,aruu,atanga
sierra leone,southern,bo,gerihun
india,maharashtra,thane,bhiwandi
nigeria,borno,ngala,wulgo momaduri
afghanistan,nangarhar,dara i nur,dara i nur
yemen,sanaa,khwlan,al arqoub military camp
tanzania,singida,manyoni,tanganyika
syria,aleppo,a'zaz,sandaf
south sudan,unity,koch,palop
djibouti,obock,alaili dadda,andoli
syria,idleb,al ma'ra,tal al-tar'i
democratic republic of congo,orientale,bas-uele,bondo
syria,homs,homs,jabal abu dali
democratic republic of congo,nord-kivu,nord-kivu,mukambo
gambia,western,foni brefet,foni berefet
pakistan,balochistan,panjgur,tasp
kenya,elgeyo-marakwet,keiyo north,keiyo
iran,west azarbaijan,sardasht,sardasht
south africa,gauteng,ekurhuleni,ratanda
sudan,south darfur,nyala,jugma
syria,aleppo,al bab,rawdah
uganda,masindi,buruli,kihamya
sudan,east darfur,adila,jeili
central african republic,ouham pende,bozoum,bogali
bangladesh,chittagong,brahamanbaria,araisidha
somalia,gedo,bardera,baardheere
afghanistan,samangan,dara i sufi payan,chahar awlia
yemen,taizz,dhubab,jabal al umari
nigeria,anambra,idemili south,oba
yemen,hajjah,harad,al usaylah
sierra leone,northern,koinadugu,maraliya
zimbabwe,masvingo,mwenezi,sarahuru
ivory coast,lagunes,la me,agneby
somalia,hiiraan,jalalaqsi,gal tardo
ethiopia,benshangul-gumaz,kamashi,belo jegonfoy
india,gujarat,sabar kantha,kherol
egypt,giza,giza,el-hawamdia
yemen,ibb,far al udayn,al hadba
syria,dar'a,dar'a,dar'a
kenya,nyeri,kieni,endarasha
burundi,bujumbura rural,kanyosha1,buhonga
afghanistan,baghlan,pul-e khumri,chashmah-ye sher
nigeria,delta,isoko north,oghara
democratic republic of congo,nord-kivu,nord-kivu,buganza
palestine,west bank,nablus,itamar
kenya,mandera,banissa,banissa
sudan,upper nile,upper nile,riel
senegal,ziguinchor,bignona,mampalago
ethiopia,southern nations, nationalities and peoples,sidama,dale
nepal,west,gandaki,chhangchhangdi
democratic republic of congo,nord-kivu,nord-kivu,kabunga
iraq,diyala,khanaqin,khalawi
nepal,west,lumbini,manjhariya
algeria,boumerdes,si mustapha,si mustapha
india,rajasthan,chittorgarh,gangrar
south africa,kwazulu-natal,ethekwini,edgewood
syria,deir-ez-zor,deir-ez-zor,mashekh
democratic republic of congo,equateur,tshuapa,befale
afghanistan,nangarhar,behsud,behsud
egypt,sharkia,hihya,al idwah
syria,rural damascus,al qutayfah,raheiba
india,assam,golaghat,kohora
nigeria,ogun,egbado north,ilewo
syria,hama,as-salamiyeh,al-aliyah
nepal,central,janakpur,namdu
democratic republic of congo,orientale,ituri,soleniama
democratic republic of congo,orientale,ituri,nyamavi
syria,homs,tadmor,al-shair - gas field
iraq,anbar,falluja,mintaqat al falahat
republic of congo,niari,louvakou (loubomo),kayi
saudi arabia,jizan,jazan,jizan-saudi aramco
kenya,west pokot,kapenguria,kebos
india,punjab,moga,manuke
angola,bengo,muxima,kuanza
nigeria,nasarawa,nasarawa,nassarawa
yemen,aden,dar sad,rubat
iraq,anbar,falluja,qaryat ad dabitiyah
syria,rural damascus,qatana,qatana
sierra leone,northern,port loko,mahera
south sudan,upper nile,renk,abu khadra
syria,deir-ez-zor,abu kamal,buq'an
nigeria,cross river,obudu,obudu
afghanistan,kunduz,archi,daftani
zimbabwe,mashonaland west,zvimba,gomo
south sudan,central equatoria,juba,sindiru
saudi arabia,jizan,samitah,al doha
egypt,sharkia,al husayniya,minshat abu umar
djibouti,tadjourah,dorra,margoita
democratic republic of congo,katanga,haut-katanga,mumpundu
india,kerala,kollam,kollam
kenya,turkana,loima,napoi enatuny village
sudan,sennar,el dindir,hamada
central african republic,lobaye,mbaiki,berengo
kenya,tharaka-nithi,chuka/igambangombe,ikuu
democratic republic of congo,orientale,ituri,kagoro
india,west bengal,howrah,liluah
burundi,ruyigi,ruyigi,ruyigi
burundi,bururi,vyanda,ntunda
india,gujarat,junagadh,ugla
libya,al jabal al akhdar,al jabal al akhdar,qirnada
nigeria,bayelsa,brass,okoroba
angola,bie,kuito,calembe
nigeria,benue,ushongo,lessel
india,uttar pradesh,jalaun,orai
iraq,diyala,khanaqin,qaryat al arabdah
iran,hormozgan,rudan,rudan
mali,koulikouro,kati,yirimandio
democratic republic of congo,sud-kivu,sud-kivu,kochala
egypt,alexandria,bab sharqi,al hadrah
sudan,west darfur,el geneina,el geneina
yemen,sadah,as safra,al fard
guinea,kindia,forecariah,dakagbe
syria,aleppo,menbij,khirbet mohsen
pakistan,khyber pakhtunkhwa,lower dir,darangal
syria,idleb,idleb,kafraya
afghanistan,baghlan,tala wa barfak,tala wa barfak
nigeria,kaduna,lere,rahama
syria,hama,hama,musibteh
sudan,central darfur,rokoro,golo
india,tamil nadu,ramanathapuram,uchipulli
india,west bengal,birbhum,labhpur
south sudan,central equatoria,juba,kworiji-luri
turkey,ankara,cankaya,devlet
lebanon,akkar,akkar,knaisse
zimbabwe,harare,harare,warren park
syria,aleppo,jebel saman,aleppo - bustan al-basha
yemen,sanaa,nihm,jabal rumahah
burundi,bujumbura rural,isale,sororezo
syria,ar-raqqa,ath-thawrah,ramthan
yemen,al hudaydah,bura,al madman
afghanistan,faryab,gurziwan,gurziwan
pakistan,azad jammu and kashmir,hattian bala,chikar
egypt,cairo,al wayli,cairo
democratic republic of congo,nord-kivu,nord-kivu,waloa loanda
india,west bengal,murshidabad,beldanga
sierra leone,eastern,kailahun,yawei
burundi,bururi,matana,mugano
mozambique,sofala,chibabava,chibabava
afghanistan,nangarhar,pachir wa agam,zamer khel
pakistan,khyber pakhtunkhwa,bannu,janikhel
sudan,central darfur,zallingi,sunga
south sudan,unity,koch,kot
egypt,sharkia,faqus,roda
syria,lattakia,al-haffa,shalaf
central african republic,ouham pende,koui,bocaranga
sierra leone,eastern,kailahun,baraka
pakistan,punjab,sheikhupura,kot pindi das
ethiopia,oromia,misraq shewa,ejere
turkey,mardin,kiziltepe,kiziltepe
guinea,nzerekore,beyla,karala
nigeria,delta,ika south,emuhu
india,kerala,malappuram,ponnani
algeria,ouargla,ouargla,said otba
nigeria,bayelsa,yenegoa,agudama
syria,rural damascus,rural damascus,babella
pakistan,gilgit-baltistan,astore,gultari
syria,deir-ez-zor,deir-ez-zor,ayyash
south sudan,central equatoria,lainya,keni
algeria,relizane,zemmoura,douar hamza
south africa,northern cape,pixley ka seme,strydenburg
kenya,muranga,mathioya,ngarua village
pakistan,punjab,sheikhupura,muridke
turkey,hakkari,hakkari,kirikdag
pakistan,khyber pakhtunkhwa,charsadda,pir qilla
democratic republic of congo,equateur,equateur,basankusu
india,manipur,chandel,hengshi
sudan,west kordofan,lagawa,dabbat ubayd
democratic republic of congo,nord-kivu,nord-kivu,kikio
sudan,northern,dalgo,jabal abu suruj
uganda,kampala,kampala,mbuya
turkey,agri,agri,agri
syria,aleppo,afrin,medaya
syria,idleb,harim,ghafar
burundi,muramvya,kiganda,kayange
india,west bengal,bankura,patrasayer
india,gujarat,gandhinagar,mansa
libya,gharyan,al jabal al gharbi,kiklah
nigeria,oyo,afijio,iware
sudan,south darfur,tullus,garienda
india,assam,tinsukia,sadiya
yemen,al jawf,al maton,al hazinah
ivory coast,bas-sassandra,gbokle,fresco
syria,aleppo,jebel saman,tal mamu
afghanistan,laghman,alingar,salingar
pakistan,fata,bajaur agency,chargo
south africa,kwazulu-natal,ethekwini,umdloti
nigeria,borno,chibok,garkin fulani
syria,al-hasakeh,ras al ain,um harmala
syria,rural damascus,darayya,sahnaya
turkey,kilis,merkez,kazim karabekir
south africa,kwazulu-natal,uthungulu,eshowe
saudi arabia,najran,najran,nahuqah
kenya,marsabit,laisamis,kargi
india,karnataka,dharwad,hubballi
iraq,anbar,haditha,al halqaniyah
south africa,kwazulu-natal,umzinyathi,dundee
sudan,central darfur,wadi salih,sunga
uganda,kampala,kampala,wandegeya
iran,west azarbaijan,mahabad,mahabad
afghanistan,kabul,farza,dehnawe farza
syria,aleppo,al bab,rasm abbud
nigeria,delta,warri north,ogheye
yemen,taizz,jabal habashy,al ashruh
iraq,babylon,musayab,musayab
egypt,giza,imbaba,al-mansuriyah
somalia,shabeellaha hoose,afgooye,raqeyle
syria,aleppo,al bab,wadeeah
india,haryana,panchkula,panchkula
uganda,nakasongola,buruli,migera
yemen,al bayda,az zahir,jabal jamil
yemen,marib,medghal,madghil
india,andhra pradesh,west godavari,mogalthur
india,uttar pradesh,lakhimpur-kheri,phool behar
syria,hama,masyaf,jeb ramleh
afghanistan,kabul,qarabagh,qarabagh
kenya,nairobi,embakasi central,kayole
burundi,kirundo,busoni,kagenge
somalia,sanaag,ceerigaabo,doonyaha
iraq,diyala,muqdadiyah,buhriz
india,nct of delhi,south delhi,delhi-greater kailash
india,west bengal,south 24 parganas,khamarait
sudan,north darfur,tawilla,kanjara
mozambique,manica,nhacolo,tambara
syria,aleppo,al bab,western kweires
pakistan,sindh,sanghar,wahi pandhi
india,assam,dhemaji,silapathar
burundi,bururi,buyengero,maramvya
nepal,east,koshi,khandbari
pakistan,sindh,larkana,garhi khuda bakhsh
uganda,kotido,jie,rengen
india,haryana,panipat,madlauda
afghanistan,kunduz,imam sahib,ismail qishlaq
palestine,west bank,ramallah,sinjil
india,assam,nagaon,nagaon
south africa,kwazulu-natal,sisonke,jolivet
nigeria,borno,biu,mandaragirau
democratic republic of congo,kasai-oriental,sankuru,lubefu
ethiopia,oromia,bale,beltu
turkey,istanbul,fatih,beyazit
burundi,bujumbura mairie,buterere,mutakura
india,maharashtra,raigad,panvel
india,madhya pradesh,chhindwara,chhindwara
cameroon,nord,benoue,dolere
nepal,east,sagarmatha,bijayakharka
iraq,baghdad,baghdad,baghdad
sudan,north darfur,mellit,jadwal
syria,lattakia,jablah,bassel al asad international airport
sri lanka,southern,galle,elpitiya
india,maharashtra,mumbai city,mumbai-jogeshwari
pakistan,khyber pakhtunkhwa,swat,bara banda
central african republic,ouaka,ippy,kede
india,kerala,malappuram,kondotty
iraq,babylon,mahmudiya,qaryat fuhayl umm al khayr
india,tamil nadu,theni,palani chettipatti
angola,uige,songo,songo
india,jammu and kashmir,srinagar,pymus
kenya,vihiga,luanda,itumbu
angola,lunda norte,chitato,luachimo
sierra leone,eastern,kono,nakor
south sudan,warrap,twic,majak
somalia,bay,buur xakaba,dooyada ugaari
sierra leone,northern,port loko,burreh section
syria,aleppo,jebel saman,miznaz
syria,deir-ez-zor,al mayadin,al-ward - oil field
nigeria,kaduna,igabi,rigyasa
central african republic,bamingui-bangoran,ndele,awakaba
india,andhra pradesh,west godavari,denduluru
sudan,bahr el ghazal,warap,liet-nhom
nigeria,rivers,emuoha,ogbokiri
pakistan,balochistan,mastung,shaikh wasil
sudan,central darfur,zallingi,kosa
bangladesh,sylhet,sunamganj,sunamganj paurashava
india,jammu and kashmir,kupwara,tootigund
pakistan,khyber pakhtunkhwa,haripur,new pind
india,nct of delhi,north east delhi,delhi-mustafabad
afghanistan,samangan,hazrat-e sultan,hazrat-e sultan
democratic republic of congo,nord-kivu,nord-kivu,bukutsha
iraq,erbil,soran,sidakan
algeria,oran,es senia,el kerma
turkey,hakkari,semdinli,catalca
sierra leone,northern,port loko,robaka
india,bihar,jamui,chakai
sudan,east darfur,adila,el garadai
india,gujarat,banas kantha,lakhni
yemen,sadah,monabbih,munabbih
vietnam,hanoi,hanoi,ha dong
nigeria,benue,ushongo,aken
sudan,east darfur,adila,el nair
syria,homs,homs,homs - karm al-louz
algeria,tizi ouzou,azzefoun,taoudouch
sudan,south darfur,bielel,bulbul
nigeria,borno,konduga,bula julta
india,uttar pradesh,bareilly,deochara
kenya,kilifi,kilifi north,majaoni
somalia,shabeellaha hoose,marka,bulo mareer
somalia,jubbada hoose,badhaadhe,buur gaabo
burundi,bujumbura mairie,musaga,kamesa
nigeria,delta,ika south,boji-boji
republic of congo,pool,kindamba,lououtou
uganda,gulu,kilak,parabongo
nepal,mid-western,karnali,gamgadhi
india,bihar,samastipur,rosera
sierra leone,eastern,kono,manjama
south africa,kwazulu-natal,ilembe,ndwedwe
